Divisiones de actividad;Total Nacional;Comunidades y Ciudades Autónomas;Valor absoluto/porcentaje;periodo;Total
23 Productos minerales no metálicos;Total Nacional;03 Asturias Principado de;valor absoluto;2021-01-01 00:00:00+00:00;606524
23 Productos minerales no metálicos;Total Nacional;03 Asturias Principado de;porcentaje;2022-01-01 00:00:00+00:00;2.6
23 Productos minerales no metálicos;Total Nacional;03 Asturias Principado de;porcentaje;2021-01-01 00:00:00+00:00;3.4
23 Productos minerales no metálicos;Total Nacional;04 Balears Illes;valor absoluto;2022-01-01 00:00:00+00:00;0.0
23 Productos minerales no metálicos;Total Nacional;04 Balears Illes;valor absoluto;2021-01-01 00:00:00+00:00;201054
23 Productos minerales no metálicos;Total Nacional;04 Balears Illes;porcentaje;2022-01-01 00:00:00+00:00;0.0
23 Productos minerales no metálicos;Total Nacional;04 Balears Illes;porcentaje;2021-01-01 00:00:00+00:00;1.1
23 Productos minerales no metálicos;Total Nacional;05 Canarias;valor absoluto;2022-01-01 00:00:00+00:00;265374
23 Productos minerales no metálicos;Total Nacional;05 Canarias;valor absoluto;2021-01-01 00:00:00+00:00;226569
23 Productos minerales no metálicos;Total Nacional;05 Canarias;porcentaje;2022-01-01 00:00:00+00:00;1.3
23 Productos minerales no metálicos;Total Nacional;05 Canarias;porcentaje;2021-01-01 00:00:00+00:00;1.3
23 Productos minerales no metálicos;Total Nacional;06 Cantabria;valor absoluto;2022-01-01 00:00:00+00:00;279540
23 Productos minerales no metálicos;Total Nacional;06 Cantabria;valor absoluto;2021-01-01 00:00:00+00:00;189516
23 Productos minerales no metálicos;Total Nacional;06 Cantabria;porcentaje;2022-01-01 00:00:00+00:00;1.3
23 Productos minerales no metálicos;Total Nacional;06 Cantabria;porcentaje;2021-01-01 00:00:00+00:00;1.1
23 Productos minerales no metálicos;Total Nacional;07 Castilla y León;valor absoluto;2022-01-01 00:00:00+00:00;1316182
23 Productos minerales no metálicos;Total Nacional;07 Castilla y León;valor absoluto;2021-01-01 00:00:00+00:00;1123832
23 Productos minerales no metálicos;Total Nacional;07 Castilla y León;porcentaje;2022-01-01 00:00:00+00:00;6.2
23 Productos minerales no metálicos;Total Nacional;07 Castilla y León;porcentaje;2021-01-01 00:00:00+00:00;6.3
23 Productos minerales no metálicos;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022-01-01 00:00:00+00:00;1444809
23 Productos minerales no metálicos;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021-01-01 00:00:00+00:00;1072946
23 Productos minerales no metálicos;Total Nacional;08 Castilla - La Mancha;porcentaje;2022-01-01 00:00:00+00:00;6.8
23 Productos minerales no metálicos;Total Nacional;08 Castilla - La Mancha;porcentaje;2021-01-01 00:00:00+00:00;6.1
23 Productos minerales no metálicos;Total Nacional;09 Cataluña;valor absoluto;2022-01-01 00:00:00+00:00;2367800
23 Productos minerales no metálicos;Total Nacional;09 Cataluña;valor absoluto;2021-01-01 00:00:00+00:00;1884504
23 Productos minerales no metálicos;Total Nacional;09 Cataluña;porcentaje;2022-01-01 00:00:00+00:00;11.2
23 Productos minerales no metálicos;Total Nacional;09 Cataluña;porcentaje;2021-01-01 00:00:00+00:00;10.6
23 Productos minerales no metálicos;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022-01-01 00:00:00+00:00;6442648
23 Productos minerales no metálicos;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021-01-01 00:00:00+00:00;5485476
23 Productos minerales no metálicos;Total Nacional;10 Comunitat Valenciana;porcentaje;2022-01-01 00:00:00+00:00;30.4
23 Productos minerales no metálicos;Total Nacional;10 Comunitat Valenciana;porcentaje;2021-01-01 00:00:00+00:00;31.0
23 Productos minerales no metálicos;Total Nacional;11 Extremadura;valor absoluto;2022-01-01 00:00:00+00:00;439770
23 Productos minerales no metálicos;Total Nacional;11 Extremadura;valor absoluto;2021-01-01 00:00:00+00:00;295831
23 Productos minerales no metálicos;Total Nacional;11 Extremadura;porcentaje;2022-01-01 00:00:00+00:00;2.1
23 Productos minerales no metálicos;Total Nacional;11 Extremadura;porcentaje;2021-01-01 00:00:00+00:00;1.7
23 Productos minerales no metálicos;Total Nacional;12 Galicia;valor absoluto;2022-01-01 00:00:00+00:00;958304
23 Productos minerales no metálicos;Total Nacional;12 Galicia;valor absoluto;2021-01-01 00:00:00+00:00;837441
23 Productos minerales no metálicos;Total Nacional;12 Galicia;porcentaje;2022-01-01 00:00:00+00:00;4.5
23 Productos minerales no metálicos;Total Nacional;12 Galicia;porcentaje;2021-01-01 00:00:00+00:00;4.7
23 Productos minerales no metálicos;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022-01-01 00:00:00+00:00;988497
23 Productos minerales no metálicos;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021-01-01 00:00:00+00:00;831142
23 Productos minerales no metálicos;Total Nacional;13 Madrid Comunidad de;porcentaje;2022-01-01 00:00:00+00:00;4.7
23 Productos minerales no metálicos;Total Nacional;13 Madrid Comunidad de;porcentaje;2021-01-01 00:00:00+00:00;4.7
23 Productos minerales no metálicos;Total Nacional;14 Murcia Región de;valor absoluto;2022-01-01 00:00:00+00:00;414664
23 Productos minerales no metálicos;Total Nacional;14 Murcia Región de;valor absoluto;2021-01-01 00:00:00+00:00;367200
23 Productos minerales no metálicos;Total Nacional;14 Murcia Región de;porcentaje;2022-01-01 00:00:00+00:00;2.0
23 Productos minerales no metálicos;Total Nacional;14 Murcia Región de;porcentaje;2021-01-01 00:00:00+00:00;2.1
23 Productos minerales no metálicos;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022-01-01 00:00:00+00:00;607699
23 Productos minerales no metálicos;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021-01-01 00:00:00+00:00;495297
23 Productos minerales no metálicos;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022-01-01 00:00:00+00:00;2.9
23 Productos minerales no metálicos;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021-01-01 00:00:00+00:00;2.8
23 Productos minerales no metálicos;Total Nacional;16 País Vasco;valor absoluto;2022-01-01 00:00:00+00:00;1103653
23 Productos minerales no metálicos;Total Nacional;16 País Vasco;valor absoluto;2021-01-01 00:00:00+00:00;902679
23 Productos minerales no metálicos;Total Nacional;16 País Vasco;porcentaje;2022-01-01 00:00:00+00:00;5.2
23 Productos minerales no metálicos;Total Nacional;16 País Vasco;porcentaje;2021-01-01 00:00:00+00:00;5.1
23 Productos minerales no metálicos;Total Nacional;17 Rioja La;valor absoluto;2022-01-01 00:00:00+00:00;141252
23 Productos minerales no metálicos;Total Nacional;17 Rioja La;valor absoluto;2021-01-01 00:00:00+00:00;115126
23 Productos minerales no metálicos;Total Nacional;17 Rioja La;porcentaje;2022-01-01 00:00:00+00:00;0.7
23 Productos minerales no metálicos;Total Nacional;17 Rioja La;porcentaje;2021-01-01 00:00:00+00:00;0.6
23 Productos minerales no metálicos;Total Nacional;18 Ceuta;valor absoluto;2022-01-01 00:00:00+00:00;0.0
23 Productos minerales no metálicos;Total Nacional;18 Ceuta;valor absoluto;2021-01-01 00:00:00+00:00;0
23 Productos minerales no metálicos;Total Nacional;18 Ceuta;porcentaje;2022-01-01 00:00:00+00:00;0.0
23 Productos minerales no metálicos;Total Nacional;18 Ceuta;porcentaje;2021-01-01 00:00:00+00:00;0.0
23 Productos minerales no metálicos;Total Nacional;19 Melilla;valor absoluto;2022-01-01 00:00:00+00:00;0
23 Productos minerales no metálicos;Total Nacional;19 Melilla;valor absoluto;2021-01-01 00:00:00+00:00;210
23 Productos minerales no metálicos;Total Nacional;19 Melilla;porcentaje;2022-01-01 00:00:00+00:00;0.0
23 Productos minerales no metálicos;Total Nacional;19 Melilla;porcentaje;2021-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;;valor absoluto;2022-01-01 00:00:00+00:00;38181119
24 Producción 1ª transformación y fundición de metales;Total Nacional;;valor absoluto;2021-01-01 00:00:00+00:00;32911267
24 Producción 1ª transformación y fundición de metales;Total Nacional;;porcentaje;2022-01-01 00:00:00+00:00;100.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;;porcentaje;2021-01-01 00:00:00+00:00;100.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;01 Andalucía;valor absoluto;2022-01-01 00:00:00+00:00;6581441
24 Producción 1ª transformación y fundición de metales;Total Nacional;01 Andalucía;valor absoluto;2021-01-01 00:00:00+00:00;6439242
24 Producción 1ª transformación y fundición de metales;Total Nacional;01 Andalucía;porcentaje;2022-01-01 00:00:00+00:00;17.2
24 Producción 1ª transformación y fundición de metales;Total Nacional;01 Andalucía;porcentaje;2021-01-01 00:00:00+00:00;19.6
24 Producción 1ª transformación y fundición de metales;Total Nacional;02 Aragón;valor absoluto;2022-01-01 00:00:00+00:00;1141211
24 Producción 1ª transformación y fundición de metales;Total Nacional;02 Aragón;valor absoluto;2021-01-01 00:00:00+00:00;945014
24 Producción 1ª transformación y fundición de metales;Total Nacional;02 Aragón;porcentaje;2022-01-01 00:00:00+00:00;3.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;02 Aragón;porcentaje;2021-01-01 00:00:00+00:00;2.9
24 Producción 1ª transformación y fundición de metales;Total Nacional;03 Asturias Principado de;valor absoluto;2022-01-01 00:00:00+00:00;5020203
24 Producción 1ª transformación y fundición de metales;Total Nacional;03 Asturias Principado de;valor absoluto;2021-01-01 00:00:00+00:00;4014183
24 Producción 1ª transformación y fundición de metales;Total Nacional;03 Asturias Principado de;porcentaje;2022-01-01 00:00:00+00:00;13.1
24 Producción 1ª transformación y fundición de metales;Total Nacional;03 Asturias Principado de;porcentaje;2021-01-01 00:00:00+00:00;12.2
24 Producción 1ª transformación y fundición de metales;Total Nacional;04 Balears Illes;valor absoluto;2022-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;04 Balears Illes;valor absoluto;2021-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;04 Balears Illes;porcentaje;2022-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;04 Balears Illes;porcentaje;2021-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;05 Canarias;valor absoluto;2022-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;05 Canarias;valor absoluto;2021-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;05 Canarias;porcentaje;2022-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;05 Canarias;porcentaje;2021-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;06 Cantabria;valor absoluto;2022-01-01 00:00:00+00:00;1669718
24 Producción 1ª transformación y fundición de metales;Total Nacional;06 Cantabria;valor absoluto;2021-01-01 00:00:00+00:00;1385642
24 Producción 1ª transformación y fundición de metales;Total Nacional;06 Cantabria;porcentaje;2022-01-01 00:00:00+00:00;4.4
24 Producción 1ª transformación y fundición de metales;Total Nacional;06 Cantabria;porcentaje;2021-01-01 00:00:00+00:00;4.2
24 Producción 1ª transformación y fundición de metales;Total Nacional;07 Castilla y León;valor absoluto;2022-01-01 00:00:00+00:00;1629780
24 Producción 1ª transformación y fundición de metales;Total Nacional;07 Castilla y León;valor absoluto;2021-01-01 00:00:00+00:00;1360563
24 Producción 1ª transformación y fundición de metales;Total Nacional;07 Castilla y León;porcentaje;2022-01-01 00:00:00+00:00;4.3
24 Producción 1ª transformación y fundición de metales;Total Nacional;07 Castilla y León;porcentaje;2021-01-01 00:00:00+00:00;4.1
24 Producción 1ª transformación y fundición de metales;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022-01-01 00:00:00+00:00;924566
24 Producción 1ª transformación y fundición de metales;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021-01-01 00:00:00+00:00;671144
24 Producción 1ª transformación y fundición de metales;Total Nacional;08 Castilla - La Mancha;porcentaje;2022-01-01 00:00:00+00:00;2.4
24 Producción 1ª transformación y fundición de metales;Total Nacional;08 Castilla - La Mancha;porcentaje;2021-01-01 00:00:00+00:00;2.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;09 Cataluña;valor absoluto;2022-01-01 00:00:00+00:00;4950076
24 Producción 1ª transformación y fundición de metales;Total Nacional;09 Cataluña;valor absoluto;2021-01-01 00:00:00+00:00;4526622
24 Producción 1ª transformación y fundición de metales;Total Nacional;09 Cataluña;porcentaje;2022-01-01 00:00:00+00:00;13.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;09 Cataluña;porcentaje;2021-01-01 00:00:00+00:00;13.8
24 Producción 1ª transformación y fundición de metales;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022-01-01 00:00:00+00:00;2239443
24 Producción 1ª transformación y fundición de metales;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021-01-01 00:00:00+00:00;1597915
24 Producción 1ª transformación y fundición de metales;Total Nacional;10 Comunitat Valenciana;porcentaje;2022-01-01 00:00:00+00:00;5.9
24 Producción 1ª transformación y fundición de metales;Total Nacional;10 Comunitat Valenciana;porcentaje;2021-01-01 00:00:00+00:00;4.9
24 Producción 1ª transformación y fundición de metales;Total Nacional;11 Extremadura;valor absoluto;2022-01-01 00:00:00+00:00;700285
24 Producción 1ª transformación y fundición de metales;Total Nacional;11 Extremadura;valor absoluto;2021-01-01 00:00:00+00:00;603859
24 Producción 1ª transformación y fundición de metales;Total Nacional;11 Extremadura;porcentaje;2022-01-01 00:00:00+00:00;1.8
24 Producción 1ª transformación y fundición de metales;Total Nacional;11 Extremadura;porcentaje;2021-01-01 00:00:00+00:00;1.8
24 Producción 1ª transformación y fundición de metales;Total Nacional;12 Galicia;valor absoluto;2022-01-01 00:00:00+00:00;2697356
24 Producción 1ª transformación y fundición de metales;Total Nacional;12 Galicia;valor absoluto;2021-01-01 00:00:00+00:00;2577303
24 Producción 1ª transformación y fundición de metales;Total Nacional;12 Galicia;porcentaje;2022-01-01 00:00:00+00:00;7.1
24 Producción 1ª transformación y fundición de metales;Total Nacional;12 Galicia;porcentaje;2021-01-01 00:00:00+00:00;7.8
24 Producción 1ª transformación y fundición de metales;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022-01-01 00:00:00+00:00;1343607
24 Producción 1ª transformación y fundición de metales;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021-01-01 00:00:00+00:00;1376177
24 Producción 1ª transformación y fundición de metales;Total Nacional;13 Madrid Comunidad de;porcentaje;2022-01-01 00:00:00+00:00;3.5
24 Producción 1ª transformación y fundición de metales;Total Nacional;13 Madrid Comunidad de;porcentaje;2021-01-01 00:00:00+00:00;4.2
24 Producción 1ª transformación y fundición de metales;Total Nacional;14 Murcia Región de;valor absoluto;2022-01-01 00:00:00+00:00;420183
24 Producción 1ª transformación y fundición de metales;Total Nacional;14 Murcia Región de;valor absoluto;2021-01-01 00:00:00+00:00;359022
24 Producción 1ª transformación y fundición de metales;Total Nacional;14 Murcia Región de;porcentaje;2022-01-01 00:00:00+00:00;1.1
24 Producción 1ª transformación y fundición de metales;Total Nacional;14 Murcia Región de;porcentaje;2021-01-01 00:00:00+00:00;1.1
24 Producción 1ª transformación y fundición de metales;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022-01-01 00:00:00+00:00;1247516
24 Producción 1ª transformación y fundición de metales;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021-01-01 00:00:00+00:00;1075131
24 Producción 1ª transformación y fundición de metales;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022-01-01 00:00:00+00:00;3.3
24 Producción 1ª transformación y fundición de metales;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021-01-01 00:00:00+00:00;3.3
24 Producción 1ª transformación y fundición de metales;Total Nacional;16 País Vasco;valor absoluto;2022-01-01 00:00:00+00:00;7479479
24 Producción 1ª transformación y fundición de metales;Total Nacional;16 País Vasco;valor absoluto;2021-01-01 00:00:00+00:00;5876988
24 Producción 1ª transformación y fundición de metales;Total Nacional;16 País Vasco;porcentaje;2022-01-01 00:00:00+00:00;19.6
24 Producción 1ª transformación y fundición de metales;Total Nacional;16 País Vasco;porcentaje;2021-01-01 00:00:00+00:00;17.9
24 Producción 1ª transformación y fundición de metales;Total Nacional;17 Rioja La;valor absoluto;2022-01-01 00:00:00+00:00;89247
24 Producción 1ª transformación y fundición de metales;Total Nacional;17 Rioja La;valor absoluto;2021-01-01 00:00:00+00:00;67028
24 Producción 1ª transformación y fundición de metales;Total Nacional;17 Rioja La;porcentaje;2022-01-01 00:00:00+00:00;0.2
24 Producción 1ª transformación y fundición de metales;Total Nacional;17 Rioja La;porcentaje;2021-01-01 00:00:00+00:00;0.2
24 Producción 1ª transformación y fundición de metales;Total Nacional;18 Ceuta;valor absoluto;2022-01-01 00:00:00+00:00;0
24 Producción 1ª transformación y fundición de metales;Total Nacional;18 Ceuta;valor absoluto;2021-01-01 00:00:00+00:00;0
24 Producción 1ª transformación y fundición de metales;Total Nacional;18 Ceuta;porcentaje;2022-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;18 Ceuta;porcentaje;2021-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;19 Melilla;valor absoluto;2022-01-01 00:00:00+00:00;0
24 Producción 1ª transformación y fundición de metales;Total Nacional;19 Melilla;valor absoluto;2021-01-01 00:00:00+00:00;0
24 Producción 1ª transformación y fundición de metales;Total Nacional;19 Melilla;porcentaje;2022-01-01 00:00:00+00:00;0.0
24 Producción 1ª transformación y fundición de metales;Total Nacional;19 Melilla;porcentaje;2021-01-01 00:00:00+00:00;0.0
25 Productos  metálicos;Total Nacional;;valor absoluto;2022-01-01 00:00:00+00:00;41536487
25 Productos  metálicos;Total Nacional;;valor absoluto;2021-01-01 00:00:00+00:00;33666931
25 Productos  metálicos;Total Nacional;;porcentaje;2022-01-01 00:00:00+00:00;100.0
25 Productos  metálicos;Total Nacional;;porcentaje;2021-01-01 00:00:00+00:00;100.0
25 Productos  metálicos;Total Nacional;01 Andalucía;valor absoluto;2022-01-01 00:00:00+00:00;2543894
25 Productos  metálicos;Total Nacional;01 Andalucía;valor absoluto;2021-01-01 00:00:00+00:00;2208367
25 Productos  metálicos;Total Nacional;01 Andalucía;porcentaje;2022-01-01 00:00:00+00:00;6.1
25 Productos  metálicos;Total Nacional;01 Andalucía;porcentaje;2021-01-01 00:00:00+00:00;6.6
25 Productos  metálicos;Total Nacional;02 Aragón;valor absoluto;2022-01-01 00:00:00+00:00;1483466
25 Productos  metálicos;Total Nacional;02 Aragón;valor absoluto;2021-01-01 00:00:00+00:00;1062689
25 Productos  metálicos;Total Nacional;02 Aragón;porcentaje;2022-01-01 00:00:00+00:00;3.6
25 Productos  metálicos;Total Nacional;02 Aragón;porcentaje;2021-01-01 00:00:00+00:00;3.2
25 Productos  metálicos;Total Nacional;03 Asturias Principado de;valor absoluto;2022-01-01 00:00:00+00:00;1566311
25 Productos  metálicos;Total Nacional;03 Asturias Principado de;valor absoluto;2021-01-01 00:00:00+00:00;1283458
25 Productos  metálicos;Total Nacional;03 Asturias Principado de;porcentaje;2022-01-01 00:00:00+00:00;3.8
25 Productos  metálicos;Total Nacional;03 Asturias Principado de;porcentaje;2021-01-01 00:00:00+00:00;3.8
25 Productos  metálicos;Total Nacional;04 Balears Illes;valor absoluto;2022-01-01 00:00:00+00:00;312685
25 Productos  metálicos;Total Nacional;04 Balears Illes;valor absoluto;2021-01-01 00:00:00+00:00;179163
25 Productos  metálicos;Total Nacional;04 Balears Illes;porcentaje;2022-01-01 00:00:00+00:00;0.8
25 Productos  metálicos;Total Nacional;04 Balears Illes;porcentaje;2021-01-01 00:00:00+00:00;0.5
25 Productos  metálicos;Total Nacional;05 Canarias;valor absoluto;2022-01-01 00:00:00+00:00;272036
25 Productos  metálicos;Total Nacional;05 Canarias;valor absoluto;2021-01-01 00:00:00+00:00;192764
25 Productos  metálicos;Total Nacional;05 Canarias;porcentaje;2022-01-01 00:00:00+00:00;0.7
25 Productos  metálicos;Total Nacional;05 Canarias;porcentaje;2021-01-01 00:00:00+00:00;0.6
25 Productos  metálicos;Total Nacional;06 Cantabria;valor absoluto;2022-01-01 00:00:00+00:00;1033383
25 Productos  metálicos;Total Nacional;06 Cantabria;valor absoluto;2021-01-01 00:00:00+00:00;911434
25 Productos  metálicos;Total Nacional;06 Cantabria;porcentaje;2022-01-01 00:00:00+00:00;2.5
25 Productos  metálicos;Total Nacional;06 Cantabria;porcentaje;2021-01-01 00:00:00+00:00;2.7
25 Productos  metálicos;Total Nacional;07 Castilla y León;valor absoluto;2022-01-01 00:00:00+00:00;3347521
25 Productos  metálicos;Total Nacional;07 Castilla y León;valor absoluto;2021-01-01 00:00:00+00:00;2590755
25 Productos  metálicos;Total Nacional;07 Castilla y León;porcentaje;2022-01-01 00:00:00+00:00;8.1
25 Productos  metálicos;Total Nacional;07 Castilla y León;porcentaje;2021-01-01 00:00:00+00:00;7.7
25 Productos  metálicos;Total Nacional;08 Castilla - La Mancha;valor absoluto;2022-01-01 00:00:00+00:00;1766947
25 Productos  metálicos;Total Nacional;08 Castilla - La Mancha;valor absoluto;2021-01-01 00:00:00+00:00;1406436
25 Productos  metálicos;Total Nacional;08 Castilla - La Mancha;porcentaje;2022-01-01 00:00:00+00:00;4.3
25 Productos  metálicos;Total Nacional;08 Castilla - La Mancha;porcentaje;2021-01-01 00:00:00+00:00;4.2
25 Productos  metálicos;Total Nacional;09 Cataluña;valor absoluto;2022-01-01 00:00:00+00:00;8044424
25 Productos  metálicos;Total Nacional;09 Cataluña;valor absoluto;2021-01-01 00:00:00+00:00;7106836
25 Productos  metálicos;Total Nacional;09 Cataluña;porcentaje;2022-01-01 00:00:00+00:00;19.4
25 Productos  metálicos;Total Nacional;09 Cataluña;porcentaje;2021-01-01 00:00:00+00:00;21.1
25 Productos  metálicos;Total Nacional;10 Comunitat Valenciana;valor absoluto;2022-01-01 00:00:00+00:00;4577240
25 Productos  metálicos;Total Nacional;10 Comunitat Valenciana;valor absoluto;2021-01-01 00:00:00+00:00;3175849
25 Productos  metálicos;Total Nacional;10 Comunitat Valenciana;porcentaje;2022-01-01 00:00:00+00:00;11.0
25 Productos  metálicos;Total Nacional;10 Comunitat Valenciana;porcentaje;2021-01-01 00:00:00+00:00;9.4
25 Productos  metálicos;Total Nacional;11 Extremadura;valor absoluto;2022-01-01 00:00:00+00:00;904664
25 Productos  metálicos;Total Nacional;11 Extremadura;valor absoluto;2021-01-01 00:00:00+00:00;517041
25 Productos  metálicos;Total Nacional;11 Extremadura;porcentaje;2022-01-01 00:00:00+00:00;2.2
25 Productos  metálicos;Total Nacional;11 Extremadura;porcentaje;2021-01-01 00:00:00+00:00;1.5
25 Productos  metálicos;Total Nacional;12 Galicia;valor absoluto;2022-01-01 00:00:00+00:00;2260222
25 Productos  metálicos;Total Nacional;12 Galicia;valor absoluto;2021-01-01 00:00:00+00:00;1955476
25 Productos  metálicos;Total Nacional;12 Galicia;porcentaje;2022-01-01 00:00:00+00:00;5.4
25 Productos  metálicos;Total Nacional;12 Galicia;porcentaje;2021-01-01 00:00:00+00:00;5.8
25 Productos  metálicos;Total Nacional;13 Madrid Comunidad de;valor absoluto;2022-01-01 00:00:00+00:00;2085589
25 Productos  metálicos;Total Nacional;13 Madrid Comunidad de;valor absoluto;2021-01-01 00:00:00+00:00;2064295
25 Productos  metálicos;Total Nacional;13 Madrid Comunidad de;porcentaje;2022-01-01 00:00:00+00:00;5.0
25 Productos  metálicos;Total Nacional;13 Madrid Comunidad de;porcentaje;2021-01-01 00:00:00+00:00;6.1
25 Productos  metálicos;Total Nacional;14 Murcia Región de;valor absoluto;2022-01-01 00:00:00+00:00;1260206
25 Productos  metálicos;Total Nacional;14 Murcia Región de;valor absoluto;2021-01-01 00:00:00+00:00;1110029
25 Productos  metálicos;Total Nacional;14 Murcia Región de;porcentaje;2022-01-01 00:00:00+00:00;3.0
25 Productos  metálicos;Total Nacional;14 Murcia Región de;porcentaje;2021-01-01 00:00:00+00:00;3.3
25 Productos  metálicos;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2022-01-01 00:00:00+00:00;1912572
25 Productos  metálicos;Total Nacional;15 Navarra Comunidad Foral de;valor absoluto;2021-01-01 00:00:00+00:00;1431298
25 Productos  metálicos;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2022-01-01 00:00:00+00:00;4.6
25 Productos  metálicos;Total Nacional;15 Navarra Comunidad Foral de;porcentaje;2021-01-01 00:00:00+00:00;4.3
25 Productos  metálicos;Total Nacional;16 País Vasco;valor absoluto;2022-01-01 00:00:00+00:00;7611338
25 Productos  metálicos;Total Nacional;16 País Vasco;valor absoluto;2021-01-01 00:00:00+00:00;6018212
25 Productos  metálicos;Total Nacional;16 País Vasco;porcentaje;2022-01-01 00:00:00+00:00;18.3
25 Productos  metálicos;Total Nacional;16 País Vasco;porcentaje;2021-01-01 00:00:00+00:00;17.9
25 Productos  metálicos;Total Nacional;17 Rioja La;valor absoluto;2022-01-01 00:00:00+00:00;541542
25 Productos  metálicos;Total Nacional;17 Rioja La;valor absoluto;2021-01-01 00:00:00+00:00;444002
25 Productos  metálicos;Total Nacional;17 Rioja La;porcentaje;2022-01-01 00:00:00+00:00;1.3
25 Productos  metálicos;Total Nacional;17 Rioja La;porcentaje;2021-01-01 00:00:00+00:00;1.3
25 Productos  metálicos;Total Nacional;18 Ceuta;valor absoluto;2022-01-01 00:00:00+00:00;5457
25 Productos  metálicos;Total Nacional;18 Ceuta;valor absoluto;2021-01-01 00:00:00+00:00;5567
25 Productos  metálicos;Total Nacional;18 Ceuta;porcentaje;2022-01-01 00:00:00+00:00;0.0
25 Productos  metálicos;Total Nacional;18 Ceuta;porcentaje;2021-01-01 00:00:00+00:00;0.0
25 Productos  metálicos;Total Nacional;19 Melilla;valor absoluto;2022-01-01 00:00:00+00:00;6991
25 Productos  metálicos;Total Nacional;19 Melilla;valor absoluto;2021-01-01 00:00:00+00:00;3260
25 Productos  metálicos;Total Nacional;19 Melilla;porcentaje;2022-01-01 00:00:00+00:00;0.0
25 Productos  metálicos;Total Nacional;19 Melilla;porcentaje;2021-01-01 00:00:00+00:00;0.0
26 Productos informáticos electrónicos y  ópticos;Total Nacional;;valor absoluto;2022-01-01 00:00:00+00:00;4105208
26 Productos informáticos electrónicos y  ópticos;Total Nacional;;valor absoluto;2021-01-01 00:00:00+00:00;3739932
26 Productos informáticos electrónicos y  ópticos;Total Nacional;;porcentaje;2022-01-01 00:00:00+00:00;100.0
26 Productos informáticos electrónicos y  ópticos;Total Nacional;;porcentaje;2021-01-01 00:00:00+00:00;100.0
26 Productos informáticos electrónicos y  ópticos;Total Nacional;01 Andalucía;valor absoluto;2022-01-01 00:00:00+00:00;254728
26 Productos informáticos electrónicos y  ópticos;Total Nacional;01 Andalucía;valor absoluto;2021-01-01 00:00:00+00:00;211168
26 Productos informáticos electrónicos y  ópticos;Total Nacional;01 Andalucía;porcentaje;2022-01-01 00:00:00+00:00;6.2
26 Productos informáticos electrónicos y  ópticos;Total Nacional;01 Andalucía;porcentaje;2021-01-01 00:00:00+00:00;5.6
26 Productos informáticos electrónicos y  ópticos;Total Nacional;02 Aragón;valor absoluto;2022-01-01 00:00:00+00:00;134075
26 Productos informáticos electrónicos y  ópticos;Total Nacional;02 Aragón;valor absoluto;2021-01-01 00:00:00+00:00;107564
26 Productos informáticos electrónicos y  ópticos;Total Nacional;02 Aragón;porcentaje;2022-01-01 00:00:00+00:00;3.3
